Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2017-03-06,AMGN,Amgen Inc,6.865,12.08,20.89,30.29,40.445,55.435,65.86,72.215,77.04,80.81,141.11550903320312,141.80747481439246,140.0932724037015,141.18627621562504,3280100.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-07,AMGN,Amgen Inc,7.15,12.075,21.91,30.565,41.33,56.735,67.44,73.935,78.83,82.64,139.47996520996094,140.43142287944372,138.61499278451495,139.4956832551452,3328900.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-08,AMGN,Amgen Inc,7.145,12.075,21.91,30.56,41.475,56.735,67.335,73.77,78.625,82.415,139.79441833496094,140.5650220791546,139.2911651961098,139.37766239177958,2320800.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-09,AMGN,Amgen Inc,7.14,12.87,21.98,31.305,41.85,57.785,68.86,75.53,80.535,84.41,140.6908721923828,140.84813658636875,139.2361615498825,140.0067654793666,2505300.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-10,AMGN,Amgen Inc,7.145,12.085,21.595,30.905,41.73,55.0,64.23,69.925,74.305,77.79,142.6724395751953,143.05773554722813,140.84027995781105,141.12336067119455,4589000.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-13,AMGN,Amgen Inc,7.145,12.775,21.875,31.3,41.51,57.09,67.895,74.455,79.39,83.24,142.36573791503906,143.11275263071886,141.7917175964853,143.05770350504162,2531000.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-14,AMGN,Amgen Inc,7.445,12.39,21.81,31.615,42.535,55.11,63.855,69.28,73.49,76.87,141.6344757080078,142.76679858351162,141.24917972849929,141.87037830682186,2746300.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-15,AMGN,Amgen Inc,7.125,12.195,21.595,30.57,40.55,56.475,67.53,74.26,79.335,83.29,143.58457946777344,144.85057756664062,141.78386806082085,141.78386806082085,4197300.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-16,AMGN,Amgen Inc,6.865,12.065,20.9,30.28,40.135,55.47,66.11,72.63,77.575,81.45,141.62661743164062,142.98697189409273,139.98318224882516,142.79825941285364,6014400.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-17,AMGN,Amgen Inc,6.44,11.38,19.79,28.91,38.185,50.76,59.505,65.04,69.38,72.89,132.58377075195312,134.92704261573118,130.49211951857538,131.60871231270457,23936800.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-20,AMGN,Amgen Inc,7.83,13.085,22.965,33.085,43.68,59.895,71.47,78.59,83.98,88.185,133.07919311523438,133.4487711179772,131.91540995836024,133.38586294745645,5831500.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-21,AMGN,Amgen Inc,7.81,13.5,23.645,33.765,43.815,60.09,71.7,78.835,84.235,88.435,131.1998748779297,133.8419584472548,130.91679406698384,133.71614208716585,4922700.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-22,AMGN,Amgen Inc,7.83,13.8,23.685,33.805,44.03,60.505,72.26,79.47,84.915,89.15,131.67161560058594,132.08837162810576,130.9953679335437,132.0490525314805,5070400.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-23,AMGN,Amgen Inc,7.81,13.08,22.925,34.065,43.94,60.225,71.85,78.985,84.39,88.595,130.56289672851562,132.1198467428642,130.19333077398386,131.6952196485855,4432200.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-24,AMGN,Amgen Inc,7.745,12.97,22.725,33.76,43.54,59.705,71.26,78.36,83.745,87.945,130.32699584960938,131.26272319044404,129.80801255238725,131.07401071763897,3175600.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-27,AMGN,Amgen Inc,7.685,13.65,23.41,33.935,44.595,60.86,72.46,79.57,84.945,89.13,129.67431640625,131.01108153426307,128.17241589253135,129.5642301486137,4734000.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-28,AMGN,Amgen Inc,7.77,13.045,22.885,34.015,43.735,60.2,71.935,79.135,84.58,88.815,129.51712036132812,130.73592885721547,128.74650415285342,129.0453150091399,6526400.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-29,AMGN,Amgen Inc,7.835,13.055,22.95,33.815,43.62,59.905,71.51,78.64,84.04,88.255,128.21961975097656,129.91810406572617,128.12526351076977,129.3283535674246,4070800.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-30,AMGN,Amgen Inc,7.805,13.04,22.915,33.04,42.88,59.085,70.645,77.76,83.16,87.375,129.25759887695312,129.58785774809314,128.3375894505261,129.0138372338621,2262300.0,5811.0,4784.0,2527.0,3030.0,2017.0,3485.0,37980.0,78150.0,35323.0,30773.0,2662.0,503.0,67.0,855.0,1748.0,2.4,2.68,753.0,82.33,52.14,43.49,41.61,16.58,34.71,6.81,25.83,10.11,13.71,5811.0,2527.0,3030.0,2017.0,2.68,744.8,45.2,53.44,114.79,7.78,270.81,0.63,36.93,124834.08,35323.0,37980.0,122177.08,0.3,38.97,11.72,2.55,29.94,0.86,25.83,0.61,15.7,4.35,4.09,0.45,7.41,49.37,4.4,83.11,1.6,228.95,195.21
2017-03-31,AMGN,Amgen Inc,7.77,12.74,22.53,32.655,42.705,58.565,69.88,76.865,82.175,86.33,129.0138397216797,130.1225616681347,128.8408452622458,129.21042324389947,2811800.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-03,AMGN,Amgen Inc,7.81,13.08,22.925,32.335,42.915,59.045,70.535,77.615,82.99,87.18,128.87228393554688,129.7608452306149,128.58134418342942,129.45417543828688,3047800.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-04,AMGN,Amgen Inc,7.69,12.965,22.745,32.85,43.755,62.2,75.32,83.285,89.225,93.79,129.24183654785156,129.3440637914174,128.26677822057715,128.78576145921528,2239400.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-05,AMGN,Amgen Inc,7.99,13.07,23.1,32.325,42.09,59.815,72.42,80.13,85.925,90.41,127.57479095458984,129.55634335068243,127.13443397917965,128.3847137510842,3542300.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-06,AMGN,Amgen Inc,8.05,13.13,23.19,32.43,42.125,59.965,72.64,78.78,83.545,87.335,127.58270263671875,128.52630111938473,127.07944931272986,127.54338353358565,3024200.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-07,AMGN,Amgen Inc,8.08,13.03,23.145,32.285,41.96,59.805,72.48,78.63,83.395,87.195,128.47119140625,129.1474388032385,127.58263057107357,128.10161364286682,2204400.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-10,AMGN,Amgen Inc,7.775,12.73,22.535,31.99,42.165,59.61,72.015,78.03,82.71,86.445,128.00730895996094,129.14750287995773,127.87363361729685,128.84083309419776,1772000.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-11,AMGN,Amgen Inc,7.73,12.68,22.44,31.985,42.62,59.815,72.045,77.965,82.575,86.265,128.25892639160156,128.486957949452,127.04010641380587,128.08593196902393,1990300.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-12,AMGN,Amgen Inc,7.76,12.705,22.5,31.975,42.125,59.595,72.015,78.03,82.71,86.45,128.21176147460938,129.03741457672461,127.51192469250314,129.02168453709734,2248600.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-13,AMGN,Amgen Inc,7.75,12.69,22.47,31.95,42.375,59.65,71.93,77.875,82.505,86.215,127.07942962646484,128.66782755863412,126.8592570812339,128.39260587784355,2568800.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-17,AMGN,Amgen Inc,7.8,12.75,22.565,32.0,42.575,59.78,72.005,77.905,82.515,86.215,127.47258758544922,127.79498736048971,126.80419897851189,126.86710712962977,2364900.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-18,AMGN,Amgen Inc,7.76,13.06,22.19,32.975,43.06,60.525,72.93,78.905,83.555,87.28,126.79632568359375,127.33102691014146,126.03358093510533,127.33102691014146,2532100.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-19,AMGN,Amgen Inc,7.76,13.02,22.17,32.97,43.29,60.65,72.98,78.905,83.525,87.235,126.80420684814453,127.88935152489316,126.70199159492448,127.46473647662405,2344100.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-20,AMGN,Amgen Inc,7.84,12.79,21.92,32.055,42.405,59.745,72.07,78.015,82.655,86.38,127.41755676269531,127.99158922469132,126.60763369824036,126.63909377757135,2070200.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
2017-04-21,AMGN,Amgen Inc,7.74,12.68,21.81,31.94,42.305,59.61,71.91,77.845,82.48,86.2,126.13581848144531,127.96010681361095,126.01000218308835,127.50403173094388,2906900.0,5464.0,4468.0,2591.0,3115.0,2071.0,3358.0,38398.0,77862.0,34092.0,30637.0,2385.0,524.0,168.0,117.0,1370.0,2.62,2.79,741.0,81.77,57.01,47.42,45.02,15.81,37.9,8.13,26.61,10.32,14.07,5464.0,2591.0,3115.0,2071.0,2.79,736.1,43.79,52.67,111.28,7.95,244.65,0.59,40.87,120737.5,34092.0,38398.0,116431.5,0.3,40.85,12.24,2.58,31.58,0.84,26.61,0.6,15.96,4.41,4.14,0.46,7.25,50.49,4.81,76.03,1.52,240.6,215.06
